frame_id,time,image_file,x,y,z,roll,pitch,yaw,rollRate,pitchRate,yawRate,ax,ay,az,throttle,brake,steer,gear
38,3.900000,frame_000038.png,385.562988,-176.304153,0.001792,-0.000061,0.008995,90.598473,0.000001,0.000365,-0.000001,0.270275,-0.002797,9.809890,0.377047,0.000000,0.000000,1
39,4.000000,frame_000039.png,385.555969,-175.639603,0.001807,-0.000061,0.006434,90.598473,-0.000000,-0.000070,-0.000001,0.197341,-0.002039,9.810222,0.426878,0.000000,0.000000,1
40,4.100000,frame_000040.png,385.548950,-174.973572,0.001823,-0.000061,0.003647,90.598473,-0.000001,0.000655,0.000000,0.149392,0.000957,9.809981,0.000000,0.000000,0.000000,1
41,4.200000,frame_000041.png,385.541992,-174.316162,0.001862,-0.000061,-0.003087,90.598473,-0.000000,0.000580,0.000001,-0.856809,0.001455,9.809515,0.468899,0.000000,0.000000,1
42,4.300000,frame_000042.png,385.535339,-173.667847,0.001884,-0.000061,-0.006748,90.598473,-0.000001,0.000393,0.000002,-0.915194,-0.022944,9.810254,0.000000,0.000000,0.000000,1
43,4.400000,frame_000043.png,385.528717,-173.034195,0.001918,-0.000061,-0.012609,90.598473,-0.000001,0.000718,0.000003,-1.465854,0.012800,9.809415,0.000000,0.000000,0.000000,1
44,4.500000,frame_000044.png,385.522308,-172.420364,0.001948,-0.000061,-0.017731,90.598473,0.000000,0.000004,0.000003,-1.984387,0.000706,9.809475,0.936487,0.000000,0.000000,1
45,4.600000,frame_000045.png,385.516052,-171.820511,0.001944,-0.000061,-0.017000,90.598473,0.000001,-0.000533,0.000002,-1.414266,-0.002748,9.810246,0.000000,0.000000,0.000000,1
46,4.700000,frame_000046.png,385.509888,-171.235580,0.001952,-0.000061,-0.018462,90.598473,0.000000,0.000021,0.000003,-1.490658,0.008048,9.809267,0.000000,0.000000,0.000000,1
47,4.800000,frame_000047.png,385.504028,-170.670929,0.001972,-0.000061,-0.021761,90.598473,-0.000001,0.000102,0.000004,-2.028954,-0.011336,9.809025,0.000000,0.000000,0.000000,1
48,4.900000,frame_000048.png,385.498352,-170.128159,0.001984,-0.000061,-0.023865,90.598473,-0.000000,-0.000502,0.000004,-2.194149,0.005386,9.809235,1.000000,0.000000,0.000000,1
49,5.000000,frame_000049.png,385.492889,-169.600616,0.001968,-0.000061,-0.021085,90.598473,-0.000000,-0.000921,0.000002,-1.537512,-0.006468,9.809962,0.000000,0.000000,0.000000,1
50,5.100000,frame_000050.png,385.487427,-169.087952,0.001965,-0.000061,-0.020573,90.598473,0.000001,-0.000358,0.000002,-1.483415,0.017969,9.809224,0.000000,0.000000,0.000000,1
51,5.200000,frame_000051.png,385.482330,-168.588379,0.001702,-0.000061,-0.017308,90.598473,-0.000001,-0.001018,0.000001,-1.320801,-0.026226,9.785520,0.000000,0.000000,0.000000,1
52,5.300000,frame_000052.png,385.477264,-168.093964,0.001604,-0.000061,-0.012820,90.598473,0.000001,-0.001041,0.000000,-0.518420,0.005403,9.827297,1.000000,0.000000,0.000000,1
53,5.400000,frame_000053.png,385.472168,-167.597855,0.001609,-0.000061,-0.006195,90.598473,0.000000,-0.000567,0.000000,0.160179,-0.001674,9.821736,0.000000,0.000000,0.000000,1
54,5.500000,frame_000054.png,385.467102,-167.108276,0.001665,-0.000061,-0.007964,90.598473,-0.000001,0.000797,0.000002,-0.635053,0.009130,9.809190,0.000000,0.000000,0.000000,1
55,5.600000,frame_000055.png,385.462036,-166.631836,0.001711,-0.000061,-0.010771,90.598473,0.000000,-0.000268,0.000000,-1.313049,0.011207,9.807948,1.000000,0.000000,0.000000,1
56,5.700000,frame_000056.png,385.456940,-166.148804,0.001662,-0.000061,0.000198,90.598473,0.000001,-0.003284,-0.000004,0.631197,-0.011583,9.810243,1.000000,0.000000,0.000000,1
57,5.800000,frame_000057.png,385.451569,-165.632919,0.001884,-0.000061,0.017130,90.598442,-0.000000,0.000833,0.000001,3.273156,0.003354,9.840136,0.000000,0.000000,0.000000,1
58,5.900000,frame_000058.png,385.446075,-165.118164,0.001940,-0.000061,0.006673,90.598442,-0.000001,0.002213,0.000003,-0.050030,0.008045,9.774450,0.804831,0.000000,0.000000,1
59,6.000000,frame_000059.png,385.440704,-164.611221,0.001927,-0.000061,-0.000061,90.598442,0.000000,0.001450,0.000002,-0.793822,-0.001699,9.805586,0.000000,0.000000,0.000000,1
60,6.100000,frame_000060.png,385.435577,-164.109528,0.001881,-0.000061,-0.002261,90.598442,-0.000000,0.001455,-0.000001,-0.533119,-0.019426,9.809853,0.000000,0.000000,0.000000,1
61,6.200000,frame_000061.png,385.430511,-163.610687,0.001616,-0.000061,-0.003176,90.598442,0.000001,0.000450,0.000001,-0.286829,-0.002000,9.789027,0.000000,0.000000,0.000000,1
62,6.300000,frame_000062.png,385.425415,-163.122177,0.001600,-0.000061,-0.008210,90.598442,-0.000000,0.001074,0.000002,-1.028800,0.015742,9.831914,0.000000,0.000000,0.000000,1
63,6.400000,frame_000063.png,385.420471,-162.650696,0.001674,-0.000061,-0.014043,90.598442,0.000001,0.000908,0.000002,-1.699996,0.000241,9.817924,0.000000,0.000000,0.000000,1
64,6.500000,frame_000064.png,385.415771,-162.197693,0.001736,-0.000061,-0.018120,90.598442,0.000000,0.000559,0.000001,-1.858263,-0.005614,9.809491,0.000000,0.000000,0.000000,1
65,6.600000,frame_000065.png,385.411194,-161.763077,0.001773,-0.000061,-0.020347,90.598465,-0.000000,0.000304,0.000000,-1.844791,0.004243,9.808096,0.000000,0.000000,0.000000,1
66,6.700000,frame_000066.png,385.406891,-161.343674,0.001777,-0.000061,-0.018885,90.598465,0.000002,-0.000985,0.000000,-1.532162,-0.009020,9.808851,1.000000,0.000000,0.000000,1
67,6.800000,frame_000067.png,385.402496,-160.917297,0.001697,-0.000061,-0.004084,90.598465,-0.000001,-0.003880,-0.000003,0.668144,0.005525,9.810888,1.000000,0.000000,0.000000,1
68,6.900000,frame_000068.png,385.397644,-160.454544,0.001573,-0.000061,0.017451,90.598465,-0.000002,-0.002528,-0.000003,3.628182,-0.000354,9.809287,0.000000,0.000000,0.000000,1
69,7.000000,frame_000069.png,385.392578,-159.970032,0.001557,-0.000061,0.020470,90.598465,-0.000001,0.000258,-0.000001,2.216170,0.004400,9.806993,0.885583,0.000000,0.000000,1
70,7.100000,frame_000070.png,385.387329,-159.467407,0.001749,-0.000061,0.024479,90.598465,-0.000001,-0.002028,-0.000006,1.814284,-0.001396,9.830750,1.000000,0.000000,0.000000,1
71,7.200000,frame_000071.png,385.381866,-158.940720,0.001863,-0.000061,0.023783,90.598442,-0.000001,0.000610,-0.000006,2.421644,-0.005240,9.797844,0.824472,0.000000,0.000000,1
72,7.300000,frame_000072.png,385.376282,-158.401306,0.001827,-0.000061,0.021713,90.598442,0.000000,0.000299,-0.000001,1.277549,0.001706,9.793657,0.000000,0.000000,0.000000,1
73,7.400000,frame_000073.png,385.370422,-157.855103,0.001820,-0.000061,0.014685,90.598442,-0.000000,0.000942,-0.000001,0.692738,0.017802,9.809217,0.930295,0.000000,0.000000,1
74,7.500000,frame_000074.png,385.364563,-157.303253,0.001797,-0.000061,0.013469,90.598442,-0.000001,-0.001390,-0.000004,0.556053,-0.003273,9.812380,1.000000,0.000000,0.000000,1
75,7.600000,frame_000075.png,385.358521,-156.722549,0.001709,-0.000061,0.025845,90.598434,0.000000,-0.002967,-0.000002,2.858204,-0.012297,9.811584,0.870424,0.000000,0.000000,1
76,7.700000,frame_000076.png,385.351990,-156.100189,0.001637,-0.000061,0.036603,90.598381,-0.000001,-0.000751,-0.000027,4.177785,0.003945,9.807939,0.204517,0.000000,0.000000,1
77,7.800000,frame_000077.png,385.345337,-155.456894,0.001676,-0.000061,0.029390,90.598366,0.000000,0.002062,-0.000003,2.136269,-0.012247,9.807323,0.024132,0.000000,0.000000,1
78,7.900000,frame_000078.png,385.338715,-154.815247,0.001757,-0.000061,0.015095,90.598366,-0.000000,0.001796,0.000000,-0.147381,0.004077,9.809464,0.497851,0.000000,0.000000,1
79,8.000000,frame_000079.png,385.332062,-154.174484,0.001788,-0.000061,0.009644,90.598366,0.000001,-0.000437,-0.000002,-0.104593,0.001120,9.811121,0.759904,0.000000,0.000000,1
80,8.100000,frame_000080.png,385.344940,-153.522552,0.001777,0.075410,0.011543,89.630310,-0.019716,0.000213,-0.356219,0.444165,-2.480178,9.860092,0.525134,0.000000,-0.222222,1
81,8.200000,frame_000081.png,385.376007,-152.859909,0.001773,0.030951,0.012199,88.455170,0.010296,0.000415,-0.080024,0.974866,-2.182319,9.724924,0.000000,0.000000,0.000000,1
82,8.300000,frame_000082.png,385.416656,-152.200958,0.001827,0.077960,0.003026,87.325562,-0.017573,0.002270,-0.361611,-0.290529,-0.747813,9.871682,0.335521,0.000000,-0.222222,1
83,8.400000,frame_000083.png,385.500214,-151.556290,0.001862,0.123036,-0.003115,84.812851,-0.005758,0.000831,-0.488104,-2.001149,-5.386398,9.797205,0.734023,0.000000,-0.222222,1
84,8.500000,frame_000084.png,385.620270,-150.911530,0.001836,0.133791,0.001428,81.972412,-0.003234,-0.000238,-0.514380,0.197006,-3.870570,9.778337,0.607455,0.000000,-0.222222,1
85,8.600000,frame_000085.png,385.776489,-150.260590,0.001808,0.137362,0.006045,79.035774,-0.002446,0.000856,-0.526004,1.127955,-3.441554,9.796688,0.245843,0.000000,-0.222222,1
86,8.700000,frame_000086.png,385.966400,-149.614273,0.001827,0.137574,0.002930,76.071709,-0.002142,0.001984,-0.527641,0.250747,-3.333111,9.798839,0.188869,0.000000,-0.222222,1
87,8.800000,frame_000087.png,386.187408,-148.982544,0.001858,0.137364,-0.002473,73.119164,-0.002230,0.001680,-0.524760,-0.592708,-3.314817,9.801489,0.402766,0.000000,-0.222222,1
88,8.900000,frame_000088.png,386.413574,-148.356171,0.001870,0.044375,-0.004522,71.524605,0.013998,0.000500,-0.110904,0.490835,0.177792,9.746098,0.000000,0.000000,0.000000,1
89,9.000000,frame_000089.png,386.642426,-147.745255,0.001912,0.080842,-0.011564,70.337814,-0.016561,0.001596,-0.361286,-1.113731,-0.201469,9.899004,0.542307,0.000000,-0.222222,1
90,9.100000,frame_000090.png,386.906677,-147.162338,0.001912,0.123625,-0.011598,67.847443,-0.005579,-0.000493,-0.483114,-2.183719,-5.247102,9.803299,0.838681,0.000000,-0.222222,1
91,9.200000,frame_000091.png,387.207520,-146.585648,0.001850,0.133843,-0.000977,65.027275,-0.003009,-0.000886,-0.511381,0.661128,-3.835074,9.779625,0.530768,0.000000,-0.222222,1
92,9.300000,frame_000092.png,387.520508,-145.997238,0.001807,0.040908,0.006270,63.486877,0.013892,-0.000266,-0.104455,2.397198,0.196595,9.737820,0.000000,0.000000,0.000000,1
93,9.400000,frame_000093.png,387.821869,-145.404999,0.001840,0.006297,0.000642,63.239243,0.002320,0.001152,-0.016344,0.721384,2.249761,9.849341,0.000000,0.000000,0.000000,1
94,9.500000,frame_000094.png,388.114685,-144.825928,0.001896,0.000952,-0.008790,63.200127,0.000347,0.001228,-0.002594,-1.410673,0.377550,9.829752,0.000000,0.000000,0.000000,1
95,9.600000,frame_000095.png,388.397491,-144.266220,0.001945,0.000154,-0.017212,63.193958,0.000055,0.000841,-0.000409,-2.160993,0.052388,9.812594,0.000000,0.000000,0.000000,1
96,9.700000,frame_000096.png,388.683533,-143.737656,0.001988,0.066234,-0.024568,62.341427,-0.017814,0.001151,-0.320150,-3.203126,-2.198780,9.852831,1.000000,0.000000,-0.222222,1
97,9.800000,frame_000097.png,388.995422,-143.245941,0.001973,0.109394,-0.021939,60.083874,-0.005403,-0.001399,-0.443065,-2.892914,-5.130756,9.784184,1.000000,0.000000,-0.222222,1
98,9.900000,frame_000098.png,389.340485,-142.761505,0.001867,0.119569,-0.003968,57.489605,-0.003265,-0.003038,-0.474188,0.842649,-3.455464,9.781629,0.866330,0.000000,-0.222222,1
99,10.000000,frame_000099.png,389.728180,-142.269241,0.001766,0.124225,0.013305,54.735683,-0.002570,-0.000796,-0.498946,2.910423,-3.090441,9.798721,0.160650,0.000000,-0.222222,1
100,10.100000,frame_000100.png,390.128082,-141.764877,0.001764,0.032144,0.013572,53.237396,0.013463,0.001020,-0.100921,2.526248,0.494560,9.740551,0.000000,0.000000,0.000000,1
101,10.200000,frame_000101.png,390.498627,-141.247833,0.001833,-0.069855,0.001878,53.902302,0.020648,0.002382,0.321299,0.825462,4.617244,9.795835,0.987755,0.000000,0.222222,1
102,10.300000,frame_000102.png,390.826172,-140.712723,0.001853,-0.121918,-0.001496,56.276329,0.006265,-0.000297,0.471348,0.317336,5.889852,9.833134,1.000000,0.000000,0.222222,1
103,10.400000,frame_000103.png,391.133545,-140.140366,0.001767,-0.136230,0.013251,59.078728,0.003931,-0.002573,0.513838,2.371775,4.112079,9.828150,1.000000,0.000000,0.222222,1
104,10.500000,frame_000104.png,391.459412,-139.524200,0.001652,-0.041534,0.032607,60.610699,-0.014113,-0.001884,0.099668,3.743474,-0.019443,9.884822,0.000000,0.000000,0.000000,1
105,10.600000,frame_000105.png,391.808533,-138.892883,0.001681,-0.006287,0.027881,60.845547,-0.002314,0.002006,0.015678,1.584202,-2.306869,9.765148,0.000000,0.000000,0.000000,1
106,10.700000,frame_000106.png,392.139008,-138.258072,0.001780,-0.077454,0.010956,61.868477,0.019953,0.003328,0.368113,0.003852,2.148895,9.731333,0.587289,0.000000,0.222222,1
107,10.800000,frame_000107.png,392.421814,-137.609573,0.001822,-0.133636,0.003798,64.525879,0.007275,0.000502,0.522363,0.329591,6.080825,9.807179,1.000000,0.000000,0.222222,1
108,10.900000,frame_000108.png,392.702332,-136.937515,0.001759,-0.048401,0.014446,66.135399,-0.013742,-0.001579,0.110398,1.217360,0.824667,9.910152,0.000000,0.000000,0.000000,1
109,11.000000,frame_000109.png,392.978241,-136.250031,0.001778,-0.092773,0.011359,67.432037,0.018249,0.002267,0.397707,1.021664,0.574907,9.716624,0.193441,0.000000,0.222222,1
110,11.100000,frame_000110.png,393.205200,-135.552200,0.001830,-0.142822,0.002452,70.211014,0.006355,0.001988,0.538876,0.369904,6.005204,9.790260,0.696083,0.000000,0.222222,1
111,11.200000,frame_000111.png,393.391876,-134.837982,0.001818,-0.158447,0.004474,73.364693,0.004050,0.000042,0.570132,0.580783,4.792680,9.822090,0.801256,0.000000,0.222222,1
112,11.300000,frame_000112.png,393.541443,-134.094269,0.001774,-0.167816,0.011980,76.652122,0.003172,0.000739,0.588348,1.989006,4.557273,9.801298,0.401413,0.000000,0.222222,1
113,11.400000,frame_000113.png,393.681854,-133.333542,0.001773,-0.067688,0.012001,78.500511,-0.015673,0.001051,0.135841,0.375476,0.590234,9.885257,0.000000,0.000000,0.000000,1
114,11.500000,frame_000114.png,393.829865,-132.580795,0.001836,-0.024719,0.001373,78.840416,-0.003568,0.001841,0.024281,-1.704959,-2.034357,9.769611,0.000000,0.000000,0.000000,1
115,11.600000,frame_000115.png,393.954254,-131.845062,0.001914,-0.091125,-0.011782,79.899429,0.019237,0.002491,0.375571,-1.586225,2.315793,9.729157,0.861406,0.000000,0.222222,1
116,11.700000,frame_000116.png,394.025879,-131.119110,0.001923,-0.144684,-0.013428,82.610779,0.006701,-0.000305,0.533356,-0.500106,6.302892,9.804096,1.000000,0.000000,0.222222,1
117,11.800000,frame_000117.png,394.054535,-130.375534,0.001836,-0.162598,0.001455,85.775749,0.004125,-0.001716,0.575244,1.651631,4.940382,9.822795,0.823391,0.000000,0.222222,1
118,11.900000,frame_000118.png,394.040100,-129.601517,0.001758,-0.172424,0.014692,89.117653,0.003039,0.000656,0.599197,2.999393,4.638711,9.800853,0.161834,0.000000,0.222222,1
119,12.000000,frame_000119.png,394.012543,-128.814148,0.001773,-0.070862,0.012042,91.016258,-0.015958,0.001573,0.141420,0.258657,0.662778,9.885569,0.000000,0.000000,0.000000,1
120,12.100000,frame_000120.png,394.014221,-128.037857,0.001853,0.052568,-0.001468,90.354309,-0.024774,0.002597,-0.353423,-2.905340,-4.663636,9.819450,0.488618,0.000000,-0.222222,1
121,12.200000,frame_000121.png,394.067780,-127.277611,0.001882,0.127320,-0.006407,87.631950,-0.009275,0.000315,-0.546155,-2.805790,-6.833410,9.761137,0.963508,0.000000,-0.222222,1
122,12.300000,frame_000122.png,394.136841,-126.504791,0.001815,0.048142,0.004952,85.906654,0.013332,-0.001723,-0.123624,1.946375,-1.014345,9.703750,0.000000,0.000000,0.000000,1
123,12.400000,frame_000123.png,394.197540,-125.723106,0.001819,0.013817,0.004296,85.599640,0.002492,0.000896,-0.021884,1.806691,2.009620,9.840252,0.000000,0.000000,0.000000,1
124,12.500000,frame_000124.png,394.256989,-124.953979,0.001877,0.006827,-0.005560,85.544365,0.000681,0.001567,-0.004023,-1.073141,0.258820,9.827877,0.000000,0.000000,0.000000,1
125,12.600000,frame_000125.png,394.334900,-124.210533,0.001945,0.081896,-0.017089,84.538116,-0.020110,0.002123,-0.371407,-3.035094,-2.591915,9.862412,0.991659,0.000000,-0.222222,1
126,12.700000,frame_000126.png,394.460510,-123.492233,0.001945,0.138958,-0.017212,81.839638,-0.007124,-0.000607,-0.532112,-3.003405,-6.328479,9.782324,1.000000,0.000000,-0.222222,1
127,12.800000,frame_000127.png,394.632233,-122.768570,0.001845,0.159407,-0.000219,78.678413,-0.004568,-0.002343,-0.575235,0.995480,-4.763947,9.773253,0.923006,0.000000,-0.222222,1
128,12.900000,frame_000128.png,394.855255,-122.022202,0.001744,0.172056,0.017007,75.320251,-0.003431,0.000045,-0.603445,3.241561,-4.455679,9.790332,0.192164,0.000000,-0.222222,1
129,13.000000,frame_000129.png,395.096344,-121.261269,0.001749,0.070727,0.016017,73.404434,0.015961,0.001548,-0.143039,2.820842,-0.434721,9.727571,0.000000,0.000000,0.000000,1
130,13.100000,frame_000130.png,395.327026,-120.504951,0.001826,0.026727,0.003128,73.043198,0.003689,0.002169,-0.026134,0.323955,2.093442,9.849408,0.000000,0.000000,0.000000,1
131,13.200000,frame_000131.png,395.551758,-119.768532,0.001904,0.014753,-0.010259,72.976952,0.001367,0.001767,-0.004849,-1.874825,0.252804,9.831908,0.000000,0.000000,0.000000,1
132,13.300000,frame_000132.png,395.769165,-119.057625,0.001965,0.009040,-0.020600,72.964638,0.000786,0.001113,-0.000917,-2.624932,0.003189,9.813745,0.000000,0.000000,0.000000,1
133,13.400000,frame_000133.png,395.996307,-118.381699,0.002013,0.080368,-0.028810,72.003075,-0.019255,0.001391,-0.358138,-3.691366,-2.530960,9.858492,1.000000,0.000000,-0.222222,1
134,13.500000,frame_000134.png,396.261047,-117.742859,0.001994,0.132517,-0.025565,69.419502,-0.006411,-0.001233,-0.509136,-3.297109,-6.017725,9.782450,1.000000,0.000000,-0.222222,1
135,13.600000,frame_000135.png,396.568359,-117.108894,0.001875,0.149806,-0.005314,66.405266,-0.004217,-0.003255,-0.549395,0.851180,-4.424792,9.776219,1.000000,0.000000,-0.222222,1
136,13.700000,frame_000136.png,396.929321,-116.458817,0.001745,0.161312,0.016836,63.187252,-0.003440,-0.001191,-0.580593,3.605111,-4.139835,9.793516,0.464803,0.000000,-0.222222,1
137,13.800000,frame_000137.png,397.339569,-115.805885,0.001727,0.167009,0.019999,59.847206,-0.002728,0.002628,-0.595606,2.545981,-4.114249,9.791018,0.056206,0.000000,-0.222222,1
138,13.900000,frame_000138.png,397.761200,-115.157448,0.001787,0.066961,0.009631,57.964508,0.015626,0.002278,-0.140007,1.138374,-0.305724,9.734556,0.000000,0.000000,0.000000,1
139,14.000000,frame_000139.png,398.167389,-114.517349,0.001869,0.024524,-0.004276,57.613476,0.003515,0.001980,-0.025071,-0.497918,2.072504,9.850421,0.000000,0.000000,0.000000,1
140,14.100000,frame_000140.png,398.560760,-113.897476,0.001938,0.013327,-0.015928,57.550591,0.001261,0.001368,-0.004539,-2.201139,0.258934,9.831392,0.000000,0.000000,0.000000,1
141,14.200000,frame_000141.png,398.921509,-113.295250,0.002013,-0.063568,-0.028653,58.464668,0.019639,0.002790,0.343453,-2.525068,2.406511,9.760029,0.000000,0.477984,0.222222,1
142,14.300000,frame_000142.png,399.222504,-112.707870,0.002071,-0.114685,-0.038543,60.908012,0.005812,0.001381,0.484586,-3.132116,5.644642,9.814800,0.000000,0.025765,0.222222,1
143,14.400000,frame_000143.png,399.501160,-112.144005,0.002072,-0.036163,-0.038816,62.451366,-0.012696,-0.000557,0.115241,-3.833482,0.609789,9.898908,0.000000,0.000000,0.000000,1
